Organisation Name,org_name_normalized,has_multiple_towns,has_multiple_counties,Town/City,County,Type & Rating,Route,raw_name_variants,match_status,match_error,best_candidate_score,best_candidate_title,best_candidate_company_number
Adnan Raza T/A Danny's Barbershop,adnan raza t a danny s barbershop,False,False,Maidenhead,Berkshire,Worker (A rating),Skilled Worker,Adnan Raza T/A Danny's Barbershop,unmatched,,0.4136,DANNY'S BARBER SHOP LTD,16907349
Adorn Beauty And Care Ltd T/A Adorn Beauty,adorn beauty and care t a adorn beauty,False,False,Grays,,Worker (A rating),Skilled Worker,Adorn Beauty And Care Ltd T/A Adorn Beauty,unmatched,,0.6711,ADORN BEAUTY AND CARE LTD,07257198
Adriana Ltd t/a The Priory Nursing & Residential Care Home,adriana t a the priory nursing residential care home,False,False,Monmouth,Gwent,Worker (A rating),Skilled Worker,Adriana Ltd t/a The Priory Nursing & Residential Care Home,unmatched,,0.5528,WYMONDLEY NURSING AND RESIDENTIAL CARE HOME LIMITED,04430305
Adriatic Metals plc,adriatic metals,False,False,Cheltenham,Gloucestershire,Worker (A rating),Skilled Worker,Adriatic Metals plc,unmatched,,0.5633,ADRIATIC LIMITED,04245463
Ads East London Limited T/A Oodles,ads east london t a oodles,False,False,London,,Worker (A rating),Skilled Worker,Ads East London Limited T/A Oodles,unmatched,,0.6608,ADS EAST LONDON LIMITED,12293696
Aduna Ltd / TA Aduna Superfoods,aduna ta aduna superfoods,False,False,London,,Worker (A rating),Skilled Worker,Aduna Ltd / TA Aduna Superfoods,unmatched,,0.522,ADUNA CAPITAL SOLUTIONS LTD,11365499
Adur Health Partnership,adur health partnership,False,False,Shoreham-By-Sea,West Sussex,Worker (A rating),Skilled Worker,Adur Health Partnership,unmatched,,0.4853,ADUR AND WORTHING FOOD PARTNERSHIP CIC,16326541
Advaita Limited T/a Chilham Castle,advaita t a chilham castle,False,False,Canterbury,,Worker (A rating),Skilled Worker,Advaita Limited T/a Chilham Castle,unmatched,,0.6069,CHILHAM CASTLE ESTATE LIMITED,13992837
Advance Care & Education Support UK Ltd t/a ACE Support UK,advance care education support t a ace support,False,False,Telford,Shropshire,Worker (A rating),Skilled Worker,Advance Care & Education Support UK Ltd t/a ACE Support UK,unmatched,,0.6583,ADVANCED CARE AND EDUCATION SUPPORT UK LIMITED,11565462
Advance Dental Centre,advance dental centre,False,False,Aberdeen,Aberdeenshire,Worker (A rating),Skilled Worker,Advance Dental Centre,unmatched,,0.5129,ADVANCED DENTAL CARE LIMITED,08217636
Advance Dental Ltd T/A Advance Dental Care,advance dental t a advance dental care,False,False,HOUNSLOW,,Worker (A rating),Skilled Worker,Advance Dental Ltd T/A Advance Dental Care,unmatched,,0.61,ADVANCE DENTAL CARE LIMITED,06426420
Advance Home Care Ltd T/A Carewatch Kingston & Merton,advance home care t a carewatch kingston merton,False,False,Mitcham,,Worker (A rating),Skilled Worker,Advance Home Care Ltd T/A Carewatch Kingston & Merton,unmatched,,0.4859,IK MERTON CARE & EDUCATION CENTER LIMITED,13987537
Advanced Proteins Unlimited,advanced proteins unlimited,False,False,Stoke-on-Trent,Staffordshire,Worker (A rating),Skilled Worker,Advanced Proteins Unlimited,unmatched,,0.6907,ADVANCED PROTEINS UNLTD,NI024133
Advanced Research and Invention Agency (ARIA),advanced research and invention agency aria,False,False,London,,Worker (A rating),Skilled Worker,Advanced Research and Invention Agency (ARIA),unmatched,,0.6713,ADVANCED SURGICAL RESEARCH AND DEVELOPMENT LIMITED,07318099
Advanced Therapeutic Materials Ltd T/A Isobar Compression,advanced therapeutic materials t a isobar compression,False,False,Manchester,,Worker (A rating),Skilled Worker,Advanced Therapeutic Materials Ltd T/A Isobar Compression,unmatched,,0.5336,ADVANCED THERAPEUTIC MATERIALS LIMITED,04995837
Advanced Visualisation Technologies Ltd T/A Digital Autopsy UK,advanced visualisation technologies t a digital autopsy,False,False,Sheffield,,Worker (A rating),Skilled Worker,Advanced Visualisation Technologies Ltd T/A Digital Autopsy UK,unmatched,,0.6417,ADVANCED VISUALISATION TECHNOLOGIES LTD,14330765
Advantage Solicitors Ltd T/A Advantage Solicitors,advantage solicitors t a advantage solicitors,False,False,London,,Worker (A rating),Skilled Worker,Advantage Solicitors Ltd T/A Advantage Solicitors,unmatched,,0.6078,ADVANTAGE SOLICITORS LTD,08107478
Advent Estates Ltd t/a Field Farm House Residential Home,advent estates t a field farm house residential home,False,False,Herefordshire,,Worker (A rating),Skilled Worker,Advent Estates Ltd t/a Field Farm House Residential Home,unmatched,,0.5362,FIELD HOUSE RESIDENTIAL CARE HOME LIMITED,FC041179
Advertising Principles Holdings ltd t/a Fusion Unlimited,advertising principles t a fusion unlimited,False,False,headingley,,Worker (A rating),Skilled Worker,Advertising Principles Holdings ltd t/a Fusion Unlimited,unmatched,,0.4547,ADVERTISING PRINCIPLES HOLDINGS LIMITED,07944059
Advertising Week Europe Ltd,advertising week europe,False,False,London,,Worker (A rating),Skilled Worker,Advertising Week Europe Ltd,unmatched,,0.6804,BAR ADVERTISING EUROPE LTD,14687770
Advita Ltd T/As Smart food and wine,advita t as smart food and wine,False,False,HAMPSHIRE,,Worker (A rating),Skilled Worker,Advita Ltd T/As Smart food and wine,unmatched,,0.4944,SMART'S FOOD & WINE LTD,09763759
Adweko Global Limited,adweko global,False,False,London,,Worker (A rating),Skilled Worker,Adweko Global Limited,unmatched,,0.5762,AAA GLOBAL LTD,11314496
Aegis Group of Companies t/a Aegis Support Services,aegis of companies t a aegis support services,False,False,Luton,Bedfordshire,Worker (A rating),Skilled Worker,Aegis Group of Companies t/a Aegis Support Services,unmatched,,0.5827,AEGIS SUPPORT SERVICES LIMITED,13135891
"Aequitas Group Limited, trading as Executive Nexus",aequitas trading as executive nexus,False,False,London,,Worker (A rating),Skilled Worker,"Aequitas Group Limited, trading as Executive Nexus",unmatched,,0.5643,SEVEN NEXUS EXECUTIVE SEARCH LIMITED,16807090
Aerospares 2000 Ltd,aerospares 2000,False,False,Watford,Hertfordshire,Worker (A rating),Skilled Worker,Aerospares 2000 Ltd,unmatched,,0.6388,SENTRY AEROSPARES LIMITED,04021429
Aerotech Limited,aerotech,False,False,Reading,,Worker (A rating),Skilled Worker,Aerotech Limited,unmatched,,0.5382,AEROTECH AVIATION LTD,15915339
Aesthetica Dental Clinique,aesthetica dental clinique,False,False,Redhill,,Worker (A rating),Skilled Worker,Aesthetica Dental Clinique,unmatched,,0.7115,DENTAL AESTHETICA LTD,13076991
Aether Dental Ltd T/A Ambleside Dental Practice,aether dental t a ambleside dental practice,False,False,Shrewsbury,,Worker (A rating),Skilled Worker,Aether Dental Ltd T/A Ambleside Dental Practice,unmatched,,0.5326,AMBLESIDE DENTAL PRACTICE LIMITED,07609722
Affectionate Care Home Limited T/A Ersham House Nursing Home,affectionate care home t a ersham house nursing home,False,False,Hailsham,East Sussex,Worker (A rating),Skilled Worker,Affectionate Care Home Limited T/A Ersham House Nursing Home,unmatched,,0.4942,AFFECTIONATE CARE HOME LIMITED,11985409
Affectionate Healthcare Limited T/A Barons Down Nursing Home,affectionate healthcare t a barons down nursing home,False,False,Lewes,East Sussex,Worker (A rating),Skilled Worker,Affectionate Healthcare Limited T/A Barons Down Nursing Home,unmatched,,0.5154,BARONS DOWN RESIDENTS ASSOCIATION LIMITED,00859809
Affinity Associates (Flemmings) Limited T/A Flemmings Chartered Accountants,affinity associates flemmings t a flemmings chartered accountants,False,False,Croydon,Surrey,Worker (A rating),Skilled Worker,Affinity Associates (Flemmings) Limited T/A Flemmings Chartered Accountants,unmatched,,0.5656,AFFINITY ASSOCIATES (FLEMMINGS) LIMITED,09340324
"Affleck Care Limited t/as , Caremark (Kirklees)",affleck care t as caremark kirklees,False,False,Huddersfield,,Worker (A rating),Skilled Worker,"Affleck Care Limited t/as , Caremark (Kirklees)",unmatched,,0.4481,KIRKLEES ACTIVE LEISURE TRADING LIMITED,04132866
Afghan Restaurant Limited T/A Shiraz Restaurant,afghan restaurant t a shiraz restaurant,False,False,Middlesex,,Worker (A rating),Skilled Worker,Afghan Restaurant Limited T/A Shiraz Restaurant,unmatched,,0.4962,AFGHAN & TURKISH RESTAURANT LIMITED,16843650
Afghan Restaurant(Hull) Limited T/A Afghan Restaurant,afghan restaurant hull t a afghan restaurant,False,False,Hull,,Worker (A rating),Skilled Worker,Afghan Restaurant(Hull) Limited T/A Afghan Restaurant,unmatched,,0.69,AFGHAN RESTAURANT(HULL) LIMITED,15880911
CO INTERNATIONAL LTD,,False,False,Manchester,,Worker (A rating),Skilled Worker,CO INTERNATIONAL LTD,unmatched,,0.13,C O INTERNATIONAL LTD,09729005
a and k home care services ltd,a and k home care services,False,False,daventry,northamptonshire,Worker (A rating),Skilled Worker,a and k home care services ltd,unmatched,,0.6462,K AND K CARE HOME LTD,11605224
a j spilman and son,a j spilman and son,False,False,york,,Worker (A rating),Skilled Worker,a j spilman and son,unmatched,,0.6229,A & J SKIPS AND SONS LIMITED,11183539
adidas UK Ltd,adidas,False,False,Stockport,Cheshire,Worker (A rating),Skilled Worker,adidas UK Ltd,unmatched,,0.62,ADIDAS (U.K.) LIMITED,01075951
aegyptus ltd t/a Kaya,aegyptus t a kaya,False,False,Cardiff,,Worker (A rating),Skilled Worker,aegyptus ltd t/a Kaya,unmatched,,0.4682,AEGYPTUS LIMITED,10995166
